gene,score,logfoldchange,pval,pval_adj,significant
NOP53,3.495596,0.13076752,0.0004730042882765567,0.042666357829467955,True
OSBPL3,3.492068,0.1510917,0.0004792962440616869,0.04310895698034595,True
PRR5L,3.4846985,0.3966026,0.0004926918156629346,0.04405910719376588,True
PER1,-3.4849749,-0.12961742,0.0004921832444207631,0.04405910719376588,True
OPTN,3.4838061,0.20011681,0.0004943375631220986,0.04407961307839458,True
C12orf75,3.4764688,0.35730082,0.0005080631466239226,0.04517407177981849,True
PTPN22,3.4748049,0.19622685,0.0005112252247024661,0.04532572362604201,True
CRIP1,3.4620662,0.19428541,0.00053604536205494,0.04739128314531174,True
ATP6V0C,3.4610791,0.1841893,0.0005380145413579191,0.04743063038826754,True
INPP4A,3.44718,0.1004795,0.0005664708192923625,0.04979822569598396,True
CD81,3.4394052,0.27879024,0.0005829941721851207,0.051106418699721004,False
SFPQ,-3.4376752,-0.07518301,0.0005867310645197848,0.0512895245164486,False
GIMAP7,3.435036,0.24824011,0.0005924750028061274,0.051646560468702196,False
TNFSF10,3.4322126,0.2451622,0.0005986778476398992,0.05204149334791526,False
OTULINL,-3.4289036,-0.18705131,0.000606024711388356,0.05253339559444468,False
GTDC1,3.4263685,0.13622834,0.0006117097252357031,0.052650727999282394,False
VAMP2,3.4260383,0.19310609,0.0006124538411227579,0.052650727999282394,False
IGF1R,-3.4263039,-0.23292431,0.0006118552468942525,0.052650727999282394,False
SSBP3,3.4245992,0.1630888,0.0006157070634241478,0.052784583508979285,False
RPL32,3.4218535,0.10406257,0.0006219579779295369,0.05317398976144832,False
DAPK1,-3.4173434,-0.20068674,0.0006323546751077942,0.053914732847546734,False
S100A8,3.4124277,0.12922063,0.0006438702440019582,0.05460553800369357,False
ELF1,-3.412387,-0.043213725,0.000643966338282633,0.05460553800369357,False
HSP90AB1,3.4091234,0.120765544,0.0006517201081775928,0.055112852626322525,False
SLC2A9,-3.4053657,-0.21339276,0.0006607552444525316,0.05572548294678262,False
ROCK1,-3.402358,-0.044802234,0.000668070576641053,0.05619015228397181,False
RAB3GAP1,-3.4010384,-0.15404221,0.000671303833819662,0.056309906491827176,False
LRBA,3.3857312,0.08760111,0.0007098886051422199,0.05938638008609108,False
CHST12,3.3849058,0.35106465,0.0007120268316984969,0.0594055630092687,False
ZNF831,3.3819354,0.15375307,0.0007197709607744476,0.059891102404547626,False
MAML2,-3.3810153,-0.09059483,0.0007221851884490386,0.05993174150542422,False
RPL12,3.380117,0.11592883,0.0007245501651829604,0.059968088139610985,False
FCHSD2,-3.37868,-0.09348496,0.0007283471962460476,0.06007072491314011,False
LAPTM5,3.3781884,0.10020595,0.000729650836027216,0.06007072491314011,False
COG5,3.3760278,0.08186486,0.0007354049670189241,0.06022579624639189,False
SMAD3,3.3762348,0.113023475,0.0007348519485015448,0.06022579624639189,False
AKNA,3.3718884,0.100596145,0.0007465468400979107,0.06097778914395533,False
PARP8,3.3634639,0.08299669,0.0007697092933662007,0.06270511311402138,False
VPS4B,3.3603797,0.13041084,0.0007783543714054448,0.06275107970816417,False
UBE2E2,-3.3615162,-0.14162448,0.0007751582025697526,0.06275107970816417,False
PRMT2,3.3619468,0.120977506,0.0007739502093692934,0.06275107970816417,False
CTCF,3.3602695,0.14801797,0.0007786645439810444,0.06275107970816417,False
SERF2,3.3596702,0.13557003,0.0007803556506124528,0.06275107970816417,False
CD63,3.3571196,0.18109508,0.0007875903303537068,0.06316961618713235,False
SLAMF6,3.3562176,0.3338944,0.0007901638035094389,0.0632131042807551,False
ARHGAP45,3.3518198,0.14485794,0.0008028224910203334,0.06389727856918867,False
KDM5A,3.3521333,0.096364446,0.0008019140752649512,0.06389727856918867,False
KMT2C,-3.350243,-0.04092079,0.0008074068103558399,0.06409821412824933,False
CD44,-3.3435807,-0.05476468,0.0008270465673928711,0.06532408420625925,False
CFLAR,3.3435879,0.0963478,0.0008270251712055477,0.06532408420625925,False
SPATS2L,3.3424153,0.5178927,0.0008305266976886956,0.06543288818246128,False
SHISA5,3.3393252,0.28676596,0.0008398217225376498,0.06583186903116287,False
ST6GALNAC3,-3.3393612,-0.17261349,0.0008397132147559563,0.06583186903116287,False
DENND1A,-3.3384173,-0.087641574,0.0008425713000507931,0.06588145441603185,False
S100Z,-3.3369803,-0.24883081,0.0008469391447633311,0.06605700798254352,False
IFI30,3.3351548,0.18068011,0.000852519256315592,0.06632599814135305,False
ADGRG5,3.3271668,0.42080745,0.0008773382788983214,0.06808670134492709,False
RPL19,3.324852,0.09215056,0.000884655066309391,0.06848374543171205,False
MAP2K1,-3.323097,-0.12485958,0.0008902398675467031,0.0687450736428124,False
CERS6,-3.3216279,-0.114652455,0.0008949399166755573,0.06893695595778054,False
HSPA8,3.318479,0.17546666,0.0009050912173395435,0.06954676218174467,False
EVI5,-3.3177707,-0.13343962,0.0009073891413641856,0.06955160118042723,False
ZBTB7A,3.317052,0.116929844,0.0009097275299153638,0.06955951039549416,False
SYNRG,3.312337,0.1271443,0.0009252002002324685,0.07056919174322161,False
NDEL1,-3.3029852,-0.14339595,0.0009566143066134899,0.0727868880728895,False
CPPED1,-3.2967045,-0.16182636,0.0009782639154156609,0.07409593440257785,False
P2RY8,3.2966135,0.11246566,0.0009785806246612949,0.07409593440257785,False
PCBP1,3.2915351,0.21084222,0.0009964220089680828,0.075263720677395,False
ZFAND3,-3.2849157,-0.022487381,0.0010201289060524522,0.07686782459165209,False
TRIM14,3.2793396,0.17430006,0.0010405035827995934,0.0782136992674477,False
LINC02384,3.2784207,0.37514642,0.0010438966633852314,0.0782796726856588,False
TMEM117,3.2776837,0.2012659,0.0010466255930806677,0.07829564532853457,False
STK39,3.2727957,0.107638516,0.0010648946661874356,0.07947127580756114,False
RPS14,3.266973,0.088834114,0.00108704053148393,0.08073675737417638,False
CYTOR,3.267278,0.19754879,0.0010858697344825706,0.08073675737417638,False
IFNGR1,-3.259539,-0.111218564,0.0011159346568375748,0.08262865753214123,False
LCP2,3.2590592,0.09432061,0.0011178234196989542,0.08262865753214123,False
HSH2D,3.257852,0.33845234,0.001122589025814171,0.08278429024487441,False
ABCF1,3.2507303,0.23496206,0.001151090077978679,0.08468539769904608,False
NCOA7,3.248041,0.14704199,0.0011620256553268875,0.08468908288939751,False
MED13L,-3.2482717,-0.039981388,0.0011610830370857917,0.08468908288939751,False
CASP4,3.2480767,0.17383225,0.001161879087949834,0.08468908288939751,False
ZFAND5,-3.2495651,-0.1398334,0.0011558164488888094,0.08468908288939751,False
HNRNPA1,3.2458503,0.10237281,0.0011710035654321123,0.08514399756132555,False
FYB1,3.243094,0.082375936,0.001182391799889853,0.08577163825774411,False
MIA2,3.241754,0.13217276,0.0011879646321722424,0.0859754868679074,False
AP2B1,3.2397957,0.115039766,0.0011961535907613423,0.0863672847900069,False
DENND5A,-3.236179,-0.13274744,0.0012114131247534224,0.08726661213501506,False
EIF3G,3.2344193,0.21986735,0.0012189033130320464,0.0876033974631808,False
GSE1,3.2310457,0.14091378,0.0012333822148321556,0.08843975697137485,False
PRKCQ,3.2301557,0.13150238,0.0012372285729677056,0.08851161653047127,False
RBM27,3.2292345,0.12378374,0.0012412210090080337,0.08859357293653672,False
C1GALT1,3.216504,0.14758825,0.0012976264460308582,0.09240763158004647,False
MAN1C1,-3.2153544,-0.3256452,0.0013028352480190714,0.0925667418227249,False
HP1BP3,3.2117703,0.10338417,0.0013191982444484482,0.09351582999370321,False
BMP2K,-3.2094612,-0.14480916,0.001329839369103395,0.09405591174204012,False
CD226,3.2050803,0.2661861,0.001350247936668342,0.09528280224289978,False
WDFY4,-3.2036364,-0.18987687,0.001357037682915843,0.0953295997569775,False
LINC02328,3.2040646,0.12521741,0.0013550205446775045,0.0953295997569775,False
LRRK2,-3.1989095,-0.14889678,0.0013794841668981013,0.09668816953574079,False
CSGALNACT1,-3.1950958,-0.25378254,0.001397844956844446,0.09775491024044754,False
AGK,3.1935608,0.20487644,0.0014052975839063786,0.09805574172907286,False
KLF7,-3.183216,-0.14146465,0.0014564891113497064,0.10140031576108023,False
GLCCI1,3.1806366,0.15637012,0.0014695178880005826,0.10207901043432618,False
FHIT,-3.1750295,-0.18257849,0.0014982129223144707,0.1038405036579651,False
ERP29,3.1742733,0.17326215,0.0015021214452023166,0.10384128023267446,False
ETS2,-3.1737375,-0.17013876,0.001504897730878412,0.10384128023267446,False
RNF115,3.1649837,0.1197317,0.0015509159310475608,0.10677987560663736,False
CCNY,-3.1581204,-0.084508464,0.0015878997050220369,0.10908485390791564,False
RNF166,3.15604,0.15865247,0.0015992695566045137,0.10962393965095257,False
PRKCA,-3.1540685,-0.13773032,0.0016101135517312493,0.1100328346153696,False
KDM6A,-3.1536713,-0.05975098,0.0016123063169861355,0.1100328346153696,False
MIR181A1HG,-3.1521149,-0.13928874,0.0016209255666426604,0.11013799920069779,False
RPL14,3.1525574,0.09878714,0.001618469975775754,0.11013799920069779,False
RPS23,3.1485436,0.085444465,0.0016408619901595286,0.1112497279602713,False
IL2RG,3.1448421,0.19169183,0.001661764360928061,0.11242197154800272,False
CATSPERB,3.1440442,0.2567223,0.0016663024426548144,0.11248445122650287,False
RPS26,3.1393845,0.10860858,0.001693031415281354,0.11404142347089986,False
VCAN,-3.1309803,-0.1338975,0.0017422390106548442,0.11710254430146598,False
RABL6,3.1301415,0.16651705,0.001747220745051849,0.11718428790089125,False
RELL1,-3.127267,-0.12161568,0.0017643975009988073,0.11765031019668369,False
MCTP1,-3.1270814,-0.13486898,0.001765510760342265,0.11765031019668369,False
BTBD9,-3.12756,-0.07848511,0.0017626391491703485,0.11765031019668369,False
PTPRM,3.1221895,0.2266321,0.0017951135000429962,0.1192465300016575,False
PPP1CA,3.1218593,0.22827014,0.0017971279746393754,0.1192465300016575,False
CLEC2D,3.119219,0.10033157,0.0018133113638308215,0.12006436094130886,False
NDFIP1,-3.1172965,-0.103209965,0.0018251792461058615,0.12059358415884164,False
ATL2,-3.1127455,-0.13887587,0.001853557229997541,0.12220911228288872,False
AUTS2,3.1084268,0.23900856,0.001880862296022738,0.12374721913790192,False
SGMS2,-3.1068296,-0.19582674,0.001891053108104683,0.12415521671775893,False
MYL12B,3.1027071,0.1594357,0.0019175932359897546,0.12563263474526562,False
BRD7,3.101129,0.12500553,0.0019278420066035967,0.12603874631408388,False
CAP1,3.0978978,0.10300781,0.0019489861915943563,0.12715398382057938,False
KLRK1,3.0945983,0.18012609,0.0019707961055282224,0.128307897079578,False
RAP1GAP2,3.0912461,0.099358074,0.001993183195880376,0.12949449072191505,False
GPSM3,3.085762,0.1923785,0.0020303116904146407,0.1316318745952159,False
PRKY,3.0809839,0.10977095,0.0020631776559138187,0.13348459179217886,False
GPRIN3,3.079119,0.11844381,0.0020761383139691622,0.13404444881892186,False
PSMB10,3.0749185,0.28002298,0.0021056007503747996,0.1356652077674198,False
HIF1A,-3.0730474,-0.082477435,0.0021188480429924273,0.13623667582215773,False
YY1,3.064649,0.1121661,0.002179254986438713,0.1384265198426144,False
RPS29,3.066098,0.08154747,0.0021687229594528844,0.1384265198426144,False
ATP11A,-3.065606,-0.1107756,0.0021722921706522516,0.1384265198426144,False
USP32,-3.065154,-0.114845105,0.0021755795556769207,0.1384265198426144,False
TRRAP,3.0664353,0.10736397,0.002166277122317052,0.1384265198426144,False
PARP12,3.0646024,0.1659501,0.0021795949461080027,0.1384265198426144,False
KIAA1109,3.0621128,0.09186868,0.0021978055046881564,0.13901566525588502,False
CD14,3.0625377,0.21643499,0.0021946891135889396,0.13901566525588502,False
RAPGEF1,3.0603304,0.0877247,0.0022109298553551426,0.13956214421633273,False
RPL15,3.0576553,0.092213586,0.0022307600045134266,0.14052884886732356,False
ACTN4,3.0523818,0.13425659,0.0022703308422347755,0.14244495123053671,False
ODF2L,3.052767,0.13838597,0.0022674186041976214,0.14244495123053671,False
ATP2B1,-3.0509415,-0.0708891,0.002281250467075552,0.14284208156014322,False
TOP1,-3.049244,-0.06657953,0.002294181780548029,0.14336332733063187,False
LIMD2,3.0448306,0.111157306,0.002328114348645448,0.1451922215026981,False
GATAD2A,3.0383427,0.104115754,0.0023788317899870732,0.14805849060879545,False
TPST2,3.030953,0.19712077,0.0024378318478949887,0.15137902933432965,False
EDF1,3.0304482,0.1879935,0.0024419110773082737,0.15137902933432965,False
ENTPD1,-3.0278893,-0.13870104,0.002462683790055696,0.1523632595358514,False
CUX1,-3.0209515,-0.076614276,0.002519816308535102,0.15558865778097694,False
PBRM1,3.0187335,0.09828796,0.0025383363498520093,0.15597282019418035,False
AHR,-3.018407,-0.12431618,0.0025410739022637997,0.15597282019418035,False
PLEK,3.0189297,0.10447845,0.0025366931100848067,0.15597282019418035,False
YTHDF3,-3.0171185,-0.09960698,0.0025519000566223793,0.1563289955946623,False
RICTOR,3.015811,0.0826137,0.0025629301581194526,0.15669624070859992,False
SDCBP,-3.0132651,-0.10731048,0.0025845302158775414,0.15739839592584948,False
ZBTB16,-3.01338,-0.12960932,0.0025835522030304555,0.15739839592584948,False
RASSF1,3.0119455,0.19628522,0.0025957914909110658,0.15777545155693823,False
CD37,3.0072522,0.15681411,0.002636208559045782,0.1599197082992295,False
LDLRAD4,-2.9942229,-0.11195545,0.0027514478967813026,0.16561906875789967,False
NFATC3,2.9946058,0.09024589,0.0027479973317614446,0.16561906875789967,False
KLF2,2.9954731,0.11114273,0.002740194264581318,0.16561906875789967,False
ETS1,2.9950244,0.10834093,0.0027442278030021102,0.16561906875789967,False
RNASEK,2.9925253,0.13689925,0.0027667967364904704,0.16609049996459754,False
PPP2R5C,2.9921772,0.0669147,0.0027699540321859295,0.16609049996459754,False
MT-ND1,2.9905658,0.03999134,0.002784611647709349,0.16658467163074617,False
MT-ND4,2.9900956,0.034489,0.0027889014755661553,0.16658467163074617,False
DDX5,2.9858162,0.052603297,0.002828224929496258,0.1686098846856773,False
DGKZ,2.984303,0.15209958,0.0028422523418638033,0.1690457759782532,False
CLIC1,2.9838567,0.21383594,0.00284640059809141,0.1690457759782532,False
CD6,2.9824343,0.12561868,0.002859660781957873,0.1695097972086267,False
NFAT5,2.9761188,0.088418804,0.002919217942973616,0.17271114521927555,False
KLF12,2.9754882,0.11830337,0.0029252252291138638,0.17273815774197995,False
RASAL3,2.9731805,0.21549915,0.0029473103000193673,0.17371268283447486,False
DGKG,-2.9686668,-0.2014727,0.002990947692444979,0.1759514030035685,False
ZAP70,2.9669511,0.21729882,0.0030076869150247017,0.17636506970317062,False
KCNAB2,2.966785,0.10962938,0.0030093140106807067,0.17636506970317062,False
ACSL1,-2.9655085,-0.14273809,0.0030218307823189575,0.17676574049956006,False
ISG20,2.9642475,0.20754132,0.0030342416602639134,0.1771587250795741,False
KTN1,2.9633849,0.0921309,0.0030427582149224956,0.17732328773106376,False
FOXO3,-2.9627688,-0.1017077,0.003048854810484038,0.17734647047152013,False
PLAAT4,2.9568863,0.29930964,0.0031076259595044908,0.18009184331430123,False
ATG7,-2.9570239,-0.074035056,0.0031062396906357337,0.18009184331430123,False
ZFHX3,-2.9554508,-0.14857471,0.0031221250634364747,0.18026072722475528,False
CAMK2D,2.9559388,0.093765125,0.0031171884627442968,0.18026072722475528,False
TGFBR2,-2.953898,-0.07757492,0.0031378776739667625,0.18083472817378823,False
VPS13B,-2.9531538,-0.03809105,0.003145451955053537,0.180936164216758,False
IL6ST,-2.951211,-0.12148072,0.00316530652161644,0.18140762238066963,False
P4HB,2.9515543,0.15871279,0.003161789451633297,0.18140762238066963,False
RSAD2,2.9494367,0.8844442,0.003183536977566291,0.18211704180489519,False
RPS18,2.9466183,0.083788194,0.0032126960398974357,0.18344789130570313,False
GABARAP,2.9450104,0.12635484,0.0032294388885336514,0.18406618719993997,False
ARHGEF1,2.9430006,0.11794067,0.0032504792419087406,0.18492671665118832,False
GNPTAB,2.9331343,0.09503923,0.003355587571447031,0.19055818471429123,False
PZP,2.930981,0.21066047,0.0033789362033129797,0.1915345986285973,False
CRBN,2.9300406,0.10293387,0.0033891780952231506,0.19176585876971716,False
PHF3,-2.9293501,-0.065696955,0.0033967146159585887,0.19184348248390432,False
VRK2,2.9253736,0.11737747,0.0034404291647073966,0.19396042682190975,False
PARP15,2.922367,0.18444388,0.003473817348242805,0.19548860013981212,False
IL15RA,2.9198644,0.25624985,0.0035018366797569867,0.19638689863801478,False
RPL21,2.919814,0.08069526,0.0035024013092576542,0.19638689863801478,False
IPMK,-2.9185066,-0.13809454,0.003517124281429658,0.1968577475505233,False
KIF2A,2.916297,0.103495404,0.0035421318529235044,0.19790151393712652,False
SNX29,-2.9106658,-0.08109139,0.003606595714617098,0.20082988031170887,False
VAPA,-2.9105916,-0.084731236,0.003607451898915336,0.20082988031170887,False
CD3G,2.9097567,0.16089976,0.0036171036407893643,0.2008536937386653,False
WDFY3,-2.9094384,-0.1247406,0.0036207879880267102,0.2008536937386653,False
APOBEC3C,2.9074345,0.43170735,0.0036440668149147555,0.20178533679741492,False
SLC22A15,-2.9058135,-0.1506134,0.0036629978350863767,0.20215530615873212,False
ANKRD36B,2.90575,0.21451959,0.0036637401244705953,0.20215530615873212,False
ADGRE5,2.903727,0.09368698,0.0036874952754117475,0.20274709005444094,False
TGFB1,2.904196,0.09900673,0.0036819760284773025,0.20274709005444094,False
TAGAP,2.8993437,0.17890206,0.003739448239242258,0.20524096861590668,False
HIVEP3,2.8942854,0.13120387,0.0038002245831791253,0.2082094877262929,False
CELF2,-2.893089,-0.024707515,0.0038147299433853596,0.2086368995398109,False
NFKBIZ,-2.886928,-0.093006305,0.003890232349770811,0.21202106957069639,False
RPLP0,2.887055,0.10454871,0.003888664735171137,0.21202106957069639,False
HLA-DRA,2.8826737,0.14668037,0.0039431551722227025,0.2145297009782701,False
FBXW7,-2.8781168,-0.041452467,0.004000567852255676,0.2171360316943684,False
HSP90B1,2.8777664,0.1184477,0.004005015494619777,0.2171360316943684,False
LCP1,2.8767161,0.07941994,0.004018370136910283,0.21748118027938784,False
AKIRIN2,-2.8729942,-0.14402363,0.004066015407077993,0.21967777685463044,False
TYROBP,2.872304,0.15253785,0.004074908382871975,0.21977302487372744,False
HLA-DPB1,2.871762,0.14495625,0.004081902582808948,0.21977302487372744,False
CBLB,2.8708003,0.088277176,0.004094342964355526,0.22006209507900515,False
AVL9,-2.8702128,-0.096372895,0.004101957174995923,0.22009121945840193,False
GZMK,2.8651426,0.38015628,0.004168214266467385,0.22279990667244107,False
CCDC85B,2.8647096,0.22327675,0.004173918560091039,0.22279990667244107,False
RPS15A,2.8653784,0.085629486,0.004165112968837125,0.22279990667244107,False
RPS20,2.8634403,0.083381064,0.004190678319906236,0.22331148855390764,False
OASL,2.861709,1.0239779,0.004213633815267706,0.22393991057917673,False
SLC25A6,2.8614664,0.13348721,0.0042168633547364255,0.22393991057917673,False
PCNX1,-2.860228,-0.054136317,0.004233364165982808,0.22443320757305793,False
TNFAIP3,-2.8594768,-0.10853952,0.004243404777991319,0.22458291954266982,False
KLF13,2.8586824,0.088302605,0.004254044453326554,0.22476377485148108,False
ARHGDIB,2.8569741,0.090116635,0.004277008174606027,0.22559405829447385,False
ALPK1,-2.8557346,-0.17589559,0.00429373842602589,0.2257113848275772,False
RPL7,2.8561678,0.0929988,0.004287885794256275,0.2257113848275772,False
FBXW5,2.852477,0.2649866,0.004337995196299409,0.2276533060857295,False
ADGRG1,2.851264,0.4221157,0.004354581077272847,0.22813899515947977,False
OSBPL9,-2.8486452,-0.09088884,0.004390582464607038,0.229638531594237,False
